date,daily_vaccinations_per_million
2021-01-17,859
2021-01-18,920
2021-01-19,981
2021-01-20,1042
2021-01-21,1103
2021-01-22,1165
2021-01-23,1225
2021-01-24,1232
2021-01-25,1238
2021-01-26,1244
2021-01-27,1250
2021-01-28,1257
2021-01-29,1263
2021-01-30,1268
2021-01-31,1258
2021-02-01,1248
2021-02-02,1236
2021-02-03,1226
2021-02-04,1215
2021-02-05,1204
2021-02-06,1193
2021-02-07,1294
2021-02-08,1393
2021-02-09,1492
2021-02-10,1592
2021-02-11,1692
2021-02-12,1791
2021-02-13,1891
2021-02-14,1909
2021-02-15,1926
2021-02-16,1944
2021-02-17,1963
2021-02-18,1981
2021-02-19,1998
2021-02-20,2016
2021-02-21,2151
2021-02-22,2286
2021-02-23,2419
2021-02-24,2763
2021-02-25,3107
2021-02-26,3450
2021-02-27,3580
2021-02-28,3577
2021-03-01,3572
2021-03-02,3569
2021-03-03,3355
2021-03-04,3143
2021-03-05,2931
2021-03-06,2931
2021-03-07,2931
2020-12-27,
2020-12-28,215
2020-12-29,269
2020-12-30,287
2020-12-31,246
2021-01-01,202
2021-01-02,188
2021-01-03,173
2021-01-04,190
2021-01-05,205
2021-01-06,236
2021-01-07,325
2021-01-08,454
2021-01-09,464
2021-01-10,475
2021-01-11,558
2021-01-12,677
2021-01-13,779
2021-01-14,875
2021-01-15,928
2021-01-16,946
2021-01-17,967
2021-01-18,1026
2021-01-19,1048
2021-01-20,1084
2021-01-21,1110
2021-01-22,1135
2021-01-23,1145
2021-01-24,1143
2021-01-25,1120
2021-01-26,1111
2021-01-27,1075
2021-01-28,1020
2021-01-29,996
2021-01-30,965
2021-01-31,948
2021-02-01,937
2021-02-02,934
2021-02-03,959
2021-02-04,1021
2021-02-05,1048
2021-02-06,1066
2021-02-07,1086
2021-02-08,1134
2021-02-09,1169
2021-02-10,1212
2021-02-11,1271
2021-02-12,1340
2021-02-13,1359
2021-02-14,1346
2021-02-15,1349
2021-02-16,1355
2021-02-17,1344
2021-02-18,1315
2021-02-19,1282
2021-02-20,1262
2021-02-21,1258
2021-02-22,1262
2021-02-23,1291
2021-02-24,1316
2021-02-25,1356
2021-02-26,1385
2021-02-27,1390
2021-02-28,1401
2021-03-01,1487
2021-03-02,1628
2021-03-03,1821
2021-03-04,2001
2021-03-05,2160
2021-03-06,2275
2021-03-07,2391
2021-03-08,2537
2021-03-09,2685
2021-03-10,2849
2021-03-11,3030
2021-03-12,3167
2021-03-13,3233
2021-03-14,3228
2020-12-27,
2020-12-28,344
2020-12-29,940
2020-12-30,1283
2020-12-31,1227
2021-01-01,1062
2021-01-02,1138
2021-01-03,1123
2021-01-04,1133
2021-01-05,1245
2021-01-06,1448
2021-01-07,1726
2021-01-08,1877
2021-01-09,1706
2021-01-10,1579
2021-01-11,1536
2021-01-12,1216
2021-01-13,1045
2021-01-14,1057
2021-01-15,1224
2021-01-16,1290
2021-01-17,1350
2021-01-18,1482
2021-01-19,1583
2021-01-20,1353
2021-01-21,1007
2021-01-22,788
2021-01-23,871
2021-01-24,967
2021-01-25,886
2021-01-26,822
2021-01-27,851
2021-01-28,961
2021-01-29,1285
2021-01-30,1439
2021-01-31,1596
2021-02-01,1742
2021-02-02,1819
2021-02-03,1897
2021-02-04,1996
2021-02-05,1888
2021-02-06,1730
2021-02-07,1533
2021-02-08,1558
2021-02-09,1642
2021-02-10,1629
2021-02-11,1524
2021-02-12,1638
2021-02-13,1631
2021-02-14,1663
2021-02-15,1846
2021-02-16,1996
2021-02-17,2088
2021-02-18,2178
2021-02-19,2061
2021-02-20,2149
2021-02-21,2254
2021-02-22,2195
2021-02-23,2239
2021-02-24,2355
2021-02-25,2437
2021-02-26,2980
2021-02-27,2908
2021-02-28,2939
2021-03-01,3092
2021-03-02,3132
2021-03-03,3092
2021-03-04,3193
2021-03-05,2833
2021-03-06,3092
2021-03-07,3191
2021-03-08,3071
2021-03-09,3076
2021-03-10,3208
2021-03-11,3043
2021-03-12,2832
2021-03-13,2621
2021-02-11,
2021-02-12,5556
2021-02-13,5556
2021-02-14,5556
2021-02-15,5556
2021-02-16,5556
2021-02-17,5556
2021-02-18,5556
2021-02-19,5556
2021-02-20,5556
2021-02-21,5556
2021-02-22,5556
2021-02-23,5556
2021-02-24,5556
2021-02-25,5556
2021-02-26,5556
2021-02-27,5556
2021-02-28,5556
2021-03-01,5556
2021-02-15,
2021-02-16,35
2021-02-17,64
2021-02-18,164
2021-02-19,235
2021-02-20,241
2021-02-21,219
2021-02-22,241
2021-02-23,289
2021-02-24,329
2021-02-25,366
2021-02-26,390
2021-02-27,441
2021-02-28,514
2021-03-01,549
2021-03-02,1088
2021-03-03,1783
2021-03-04,2563
2021-03-05,3472
2021-03-06,4329
2021-03-07,4403
2021-03-08,4478
2021-03-09,4942
2021-03-10,5074
2021-03-11,5693
2021-01-21,
2021-01-22,6
2021-01-23,19
2021-01-24,24
2021-01-25,26
2021-01-26,27
2021-01-27,28
2021-01-28,27
2021-01-29,30
2021-01-30,28
2021-01-31,27
2021-02-01,26
2021-02-02,24
2021-02-03,23
2021-02-04,23
2021-02-05,21
2021-02-06,19
2021-02-07,17
2021-02-08,15
2021-02-09,13
2021-02-10,11
2021-02-11,9
2021-02-12,9
2021-02-13,9
2021-02-14,9
2021-02-15,9
2021-02-16,9
2021-02-17,9
2021-02-18,26
2021-02-19,44
2021-02-20,61
2021-02-21,79
2021-02-22,97
2021-02-23,114
2021-02-24,132
2021-02-25,142
2021-02-26,151
2021-02-27,161
2021-02-28,171
2021-03-01,180
2021-03-02,208
2021-03-03,236
2021-03-04,253
2021-03-05,321
2021-03-06,301
2021-03-07,282
2021-03-08,262
2021-03-09,222
2021-03-10,259
2021-03-11,296
2021-03-12,421
2021-03-13,543
2021-01-24,
2021-01-25,2
2021-01-26,2
2021-01-27,2
2021-01-28,2
2021-01-29,2
2021-01-30,2
2021-02-17,
2021-02-18,185
2021-02-19,185
2021-02-20,185
2021-02-21,185
2021-02-22,185
2021-02-23,240
2021-02-24,279
2021-02-25,326
2021-02-26,311
2021-02-27,296
2021-02-28,282
2021-03-01,267
2021-03-02,205
2021-03-03,143
2021-03-04,82
2021-03-05,82
2021-03-06,82
2021-03-07,82
2021-03-08,82
2021-03-09,82
2021-03-10,82
2021-03-11,82
2021-03-12,82
2021-03-13,82
2021-03-14,82
2020-12-13,
2020-12-14,1318
2020-12-15,1318
2020-12-16,1318
2020-12-17,1318
2020-12-18,1318
2020-12-19,1318
2020-12-20,1318
2020-12-21,1227
2020-12-22,1136
2020-12-23,1044
2020-12-24,953
2020-12-25,862
2020-12-26,771
2020-12-27,680
2020-12-28,710
2020-12-29,740
2020-12-30,770
2020-12-31,800
2021-01-01,830
2021-01-02,860
2021-01-03,890
2021-01-04,1176
2021-01-05,1463
2021-01-06,1749
2021-01-07,2035
2021-01-08,2322
2021-01-09,2608
2021-01-10,2894
2021-01-11,2837
2021-01-12,2900
2021-01-13,3117
2021-01-14,3413
2021-01-15,3823
2021-01-16,4113
2021-01-17,4096
2021-01-18,4173
2021-01-19,4461
2021-01-20,4646
2021-01-21,4850
2021-01-22,5106
2021-01-23,5529
2021-01-24,5639
2021-01-25,5805
2021-01-26,5701
2021-01-27,5528
2021-01-28,5489
2021-01-29,5521
2021-01-30,5789
2021-01-31,6025
2021-02-01,6142
2021-02-02,6246
2021-02-03,6571
2021-02-04,6690
2021-02-05,6602
2021-02-06,6371
2021-02-07,6213
2021-02-08,6141
2021-02-09,6172
2021-02-10,6076
2021-02-11,6076
2021-02-12,6171
2021-02-13,6101
2021-02-14,5995
2021-02-15,5914
2021-02-16,5919
2021-02-17,6133
2021-02-18,6157
2021-02-19,5870
2021-02-20,5557
2021-02-21,5375
2021-02-22,5220
2021-02-23,5166
2021-02-24,5125
2021-02-25,5246
2021-02-26,5604
2021-02-27,5803
2021-02-28,5942
2021-03-01,5975
2021-03-02,5757
2021-03-03,5412
2021-03-04,5202
2021-03-05,5085
2021-03-06,5131
2021-03-07,5076
2021-03-08,5163
2021-03-09,5212
2021-03-10,5219
2021-03-11,5005
2021-03-12,4897
2021-03-13,5128
2020-12-28,
2020-12-29,233
2020-12-30,255
2020-12-31,427
2021-01-01,430
2021-01-02,346
2021-01-03,290
2021-01-04,251
2021-01-05,288
2021-01-06,444
2021-01-07,509
2021-01-08,591
2021-01-09,828
2021-01-10,887
2021-01-11,908
2021-01-12,938
2021-01-13,912
2021-01-14,888
2021-01-15,937
2021-01-16,836
2021-01-17,800
2021-01-18,786
2021-01-19,799
2021-01-20,754
2021-01-21,765
2021-01-22,810
2021-01-23,834
2021-01-24,838
2021-01-25,846
2021-01-26,847
2021-01-27,982
2021-01-28,1039
2021-01-29,1058
2021-01-30,1242
2021-01-31,1302
2021-02-01,1343
2021-02-02,1404
2021-02-03,1444
2021-02-04,1569
2021-02-05,1699
2021-02-06,1684
2021-02-07,1655
2021-02-08,1603
2021-02-09,1686
2021-02-10,1643
2021-02-11,1676
2021-02-12,1723
2021-02-13,1646
2021-02-14,1617
2021-02-15,1617
2021-02-16,1447
2021-02-17,1450
2021-02-18,1542
2021-02-19,1784
2021-02-20,2046
2021-02-21,2102
2021-02-22,2185
2021-02-23,2420
2021-02-24,2670
2021-02-25,2251
2021-02-26,2330
2021-02-27,2573
2021-02-28,2581
2021-03-01,2586
2021-03-02,2638
2021-03-03,2697
2021-03-04,3217
2021-03-05,3284
2021-03-06,3113
2021-03-07,3604
2021-03-08,3762
2021-03-09,3640
2021-03-10,3620
2021-03-11,3753
2021-03-12,3935
2021-03-13,4356
2021-03-14,4363
2020-12-27,
2020-12-28,86
2020-12-29,138
2020-12-30,197
2020-12-31,205
2021-01-01,180
2021-01-02,189
2021-01-03,192
2021-01-04,268
2021-01-05,342
2021-01-06,379
2021-01-07,473
2021-01-08,580
2021-01-09,608
2021-01-10,646
2021-01-11,695
2021-01-12,741
2021-01-13,847
2021-01-14,887
2021-01-15,933
2021-01-16,940
2021-01-17,973
2021-01-18,993
2021-01-19,1019
2021-01-20,1022
2021-01-21,1051
2021-01-22,1056
2021-01-23,1075
2021-01-24,1110
2021-01-25,1110
2021-01-26,1132
2021-01-27,1138
2021-01-28,1159
2021-01-29,1176
2021-01-30,1202
2021-01-31,1281
2021-02-01,1292
2021-02-02,1313
2021-02-03,1359
2021-02-04,1409
2021-02-05,1433
2021-02-06,1427
2021-02-07,1410
2021-02-08,1390
2021-02-09,1398
2021-02-10,1362
2021-02-11,1412
2021-02-12,1438
2021-02-13,1460
2021-02-14,1478
2021-02-15,1516
2021-02-16,1515
2021-02-17,1586
2021-02-18,1607
2021-02-19,1639
2021-02-20,1670
2021-02-21,1721
2021-02-22,1755
2021-02-23,1775
2021-02-24,1858
2021-02-25,1839
2021-02-26,1943
2021-02-27,1988
2021-02-28,2060
2021-03-01,2104
2021-03-02,2175
2021-03-03,2229
2021-03-04,2407
2021-03-05,2435
2021-03-06,2558
2021-03-07,2562
2021-03-08,2631
2021-03-09,2738
2021-03-10,2730
2021-03-11,2800
2021-03-12,2843
2021-03-13,2733
2021-03-14,2443
2021-01-29,
2021-01-30,1699
2021-01-31,1699
2021-02-01,1699
2021-02-02,1699
2021-02-03,1699
2021-02-04,1699
2021-02-05,1699
2021-02-06,1699
2021-02-07,1637
2021-02-08,1576
2021-02-09,2169
2021-02-10,2763
2021-02-11,2619
2021-02-12,2456
2021-02-13,2292
2021-02-14,2210
2021-02-15,2108
2021-02-16,1351
2021-02-17,614
2021-02-18,614
2021-02-19,614
2021-02-20,614
2021-02-21,614
2021-02-22,1371
2021-02-23,2128
2021-02-24,3356
2021-02-25,3418
2021-02-26,3459
2021-02-27,3520
2021-02-28,3561
2021-03-01,2865
2021-03-02,2149
2021-03-03,962
2021-03-04,1862
2021-03-05,2210
2021-03-06,3131
2021-03-07,3213
2021-03-08,3274
2021-03-09,3704
2021-03-10,4113
2021-03-11,3643
2021-03-12,3704
2021-02-07,
2021-02-08,54264
2021-02-09,54264
2021-02-10,54264
2021-02-11,54264
2021-02-12,54264
2021-02-13,54264
2021-02-14,54264
2021-02-15,54264
2021-02-16,47947
2021-02-17,41344
2021-02-18,35027
2021-02-19,28424
2021-02-20,21820
2021-02-21,15504
2021-02-22,8900
2020-12-31,
2021-01-01,83
2021-01-02,83
2021-01-03,83
2021-01-04,83
2021-01-05,133
2021-01-06,151
2021-01-07,165
2021-01-08,230
2021-01-09,244
2021-01-10,259
2021-01-11,273
2021-01-12,314
2021-01-13,421
2021-01-14,641
2021-01-15,825
2021-01-16,897
2021-01-17,969
2021-01-18,1041
2021-01-19,985
2021-01-20,1004
2021-01-21,1167
2021-01-22,1241
2021-01-23,1309
2021-01-24,1378
2021-01-25,1446
2021-01-26,1577
2021-01-27,1672
2021-01-28,1548
2021-01-29,1561
2021-01-30,1664
2021-01-31,1517
2021-02-01,1369
2021-02-02,1211
2021-02-03,1198
2021-02-04,1433
2021-02-05,1431
2021-02-06,1433
2021-02-07,1472
2021-02-08,1466
2021-02-09,1636
2021-02-10,1557
2021-02-11,1382
2021-02-12,1393
2021-02-13,1425
2021-02-14,1453
2021-02-15,1458
2021-02-16,1457
2021-02-17,1661
2021-02-18,1716
2021-02-19,1864
2021-02-20,1960
2021-02-21,2255
2021-02-22,2353
2021-02-23,2295
2021-02-24,2043
2021-02-25,2134
2021-02-26,2402
2021-02-27,2412
2021-02-28,2270
2021-03-01,2529
2021-03-02,2685
2021-03-03,2841
2021-03-04,2896
2021-03-05,2736
2021-03-06,3166
2021-03-07,2937
2021-03-08,2574
2021-03-09,2544
2021-03-10,2910
2021-03-11,2987
2021-03-12,3052
2021-03-13,2802
2021-03-14,3017
2020-12-27,
2020-12-28,1
2020-12-29,1
2020-12-30,1
2020-12-31,1
2021-01-01,1
2021-01-02,1
2021-01-03,1
2021-01-04,4
2021-01-05,14
2021-01-06,35
2021-01-07,90
2021-01-08,159
2021-01-09,181
2021-01-10,192
2021-01-11,260
2021-01-12,363
2021-01-13,461
2021-01-14,554
2021-01-15,608
2021-01-16,623
2021-01-17,632
2021-01-18,722
2021-01-19,856
2021-01-20,997
2021-01-21,1146
2021-01-22,1253
2021-01-23,1291
2021-01-24,1289
2021-01-25,1278
2021-01-26,1233
2021-01-27,1191
2021-01-28,1151
2021-01-29,1127
2021-01-30,1117
2021-01-31,1115
2021-02-01,1125
2021-02-02,1150
2021-02-03,1161
2021-02-04,1190
2021-02-05,1226
2021-02-06,1230
2021-02-07,1235
2021-02-08,1280
2021-02-09,1347
2021-02-10,1426
2021-02-11,1526
2021-02-12,1606
2021-02-13,1630
2021-02-14,1635
2021-02-15,1681
2021-02-16,1723
2021-02-17,1740
2021-02-18,1742
2021-02-19,1744
2021-02-20,1755
2021-02-21,1748
2021-02-22,1734
2021-02-23,1684
2021-02-24,1648
2021-02-25,1652
2021-02-26,1707
2021-02-27,1756
2021-02-28,1757
2021-03-01,1764
2021-03-02,1821
2021-03-03,1906
2021-03-04,1966
2021-03-05,2119
2021-03-06,2406
2021-03-07,2626
2021-03-08,2731
2021-03-09,2859
2021-03-10,2970
2021-03-11,3138
2021-03-12,3315
2021-03-13,3369
2020-12-27,
2020-12-28,224
2020-12-29,373
2020-12-30,486
2020-12-31,490
2021-01-01,438
2021-01-02,468
2021-01-03,443
2021-01-04,493
2021-01-05,510
2021-01-06,515
2021-01-07,538
2021-01-08,613
2021-01-09,628
2021-01-10,645
2021-01-11,674
2021-01-12,723
2021-01-13,802
2021-01-14,847
2021-01-15,892
2021-01-16,885
2021-01-17,904
2021-01-18,928
2021-01-19,973
2021-01-20,1002
2021-01-21,1033
2021-01-22,1052
2021-01-23,1099
2021-01-24,1106
2021-01-25,1134
2021-01-26,1117
2021-01-27,1090
2021-01-28,1074
2021-01-29,1084
2021-01-30,1083
2021-01-31,1093
2021-02-01,1130
2021-02-02,1175
2021-02-03,1242
2021-02-04,1299
2021-02-05,1344
2021-02-06,1359
2021-02-07,1351
2021-02-08,1333
2021-02-09,1335
2021-02-10,1322
2021-02-11,1348
2021-02-12,1383
2021-02-13,1407
2021-02-14,1431
2021-02-15,1462
2021-02-16,1473
2021-02-17,1482
2021-02-18,1485
2021-02-19,1479
2021-02-20,1491
2021-02-21,1525
2021-02-22,1581
2021-02-23,1628
2021-02-24,1672
2021-02-25,1741
2021-02-26,1826
2021-02-27,1883
2021-02-28,1923
2021-03-01,1978
2021-03-02,2063
2021-03-03,2167
2021-03-04,2254
2021-03-05,2346
2021-03-06,2432
2021-03-07,2502
2021-03-08,2572
2021-03-09,2620
2021-03-10,2677
2021-03-11,2740
2021-03-12,2745
2021-03-01,
2021-03-02,930
2021-03-03,930
2021-03-04,930
2021-03-05,930
2021-03-06,930
2021-03-07,930
2021-03-08,930
2021-03-09,1022
2021-03-10,1114
2021-01-10,
2021-01-11,30424
2021-01-12,30869
2021-01-13,29266
2021-01-14,28465
2021-01-15,27990
2021-01-16,26832
2021-01-17,23003
2021-01-18,21163
2021-01-19,19145
2021-01-20,15434
2021-01-21,15642
2021-01-22,15880
2021-01-23,16800
2021-01-24,19056
2021-01-25,17393
2021-01-26,17186
2021-01-27,19471
2021-01-28,18581
2021-01-29,16918
2021-01-30,12971
2021-01-31,12496
2021-02-01,15939
2021-02-02,18313
2021-02-03,19382
2021-02-04,20599
2021-02-05,22944
2021-02-06,26328
2021-02-07,24547
2021-02-08,24369
2021-02-09,23864
2021-02-10,24695
2021-02-11,25081
2021-02-12,25111
2021-02-13,26357
2021-02-14,29118
2021-02-15,26862
2021-02-16,25496
2021-02-17,24131
2021-02-18,24072
2021-02-19,21786
2021-02-20,17156
2021-02-21,19056
2021-02-22,22261
2021-02-23,24042
2021-02-24,24101
2021-02-25,24695
2021-02-26,27812
2021-02-27,31700
2021-02-28,27040
2021-03-01,24606
2021-03-02,22677
2021-03-03,25229
2021-03-04,25675
2021-03-05,23003
2021-03-06,24339
2021-03-07,29266
2021-03-08,26624
2021-03-09,26209
2021-03-10,23626
2021-03-11,17987
2021-03-12,17690
2021-03-13,15227
2021-03-14,10270
2020-12-28,
2020-12-29,60
2020-12-30,61
2020-12-31,61
2021-01-01,52
2021-01-02,52
2021-01-03,55
2021-01-04,135
2021-01-05,213
2021-01-06,259
2021-01-07,330
2021-01-08,448
2021-01-09,511
2021-01-10,559
2021-01-11,544
2021-01-12,546
2021-01-13,607
2021-01-14,610
2021-01-15,550
2021-01-16,548
2021-01-17,528
2021-01-18,491
2021-01-19,521
2021-01-20,615
2021-01-21,753
2021-01-22,938
2021-01-23,1092
2021-01-24,1191
2021-01-25,1289
2021-01-26,1416
2021-01-27,1456
2021-01-28,1485
2021-01-29,1501
2021-01-30,1524
2021-01-31,1542
2021-02-01,1561
2021-02-02,1616
2021-02-03,1673
2021-02-04,1719
2021-02-05,1737
2021-02-06,1735
2021-02-07,1715
2021-02-08,1696
2021-02-09,1675
2021-02-10,1664
2021-02-11,1682
2021-02-12,1726
2021-02-13,1761
2021-02-14,1821
2021-02-15,1880
2021-02-16,1890
2021-02-17,1975
2021-02-18,2078
2021-02-19,2170
2021-02-20,2290
2021-02-21,2148
2021-02-22,2408
2021-02-23,2561
2021-02-24,2613
2021-02-25,2636
2021-02-26,2645
2021-02-27,2637
2021-02-28,2827
2021-03-01,2615
2021-03-02,2666
2021-03-03,2701
2021-03-04,2718
2021-03-05,2769
2021-03-06,2822
2021-03-07,2815
2021-03-08,2808
2021-03-09,2758
2021-03-10,2732
2021-03-11,2709
2021-03-12,2670
2021-03-13,2628
2021-01-27,
2021-01-28,1356
2021-01-29,1356
2021-01-30,1356
2021-01-31,1356
2021-02-01,1356
2021-02-02,1356
2021-02-03,1356
2021-02-04,1356
2021-02-05,1356
2021-02-06,1356
2021-02-07,1356
2021-02-08,1356
2021-02-09,1356
2021-02-10,1356
2021-02-11,1356
2021-02-12,1356
2021-02-13,1356
2021-02-14,1356
2021-02-15,1356
2021-02-16,1356
2021-02-17,1356
2021-02-18,1356
2021-02-19,1356
2021-02-20,1356
2021-02-21,1356
2021-02-22,1356
2021-02-23,1356
2021-02-24,1356
2021-02-25,1356
2021-02-26,1356
2021-02-27,1356
2021-02-28,1356
2021-03-01,1356
2021-02-11,
2021-02-12,258
2021-02-13,258
2021-02-14,258
2021-02-15,258
2021-02-16,258
2021-02-17,640
2021-02-18,907
2021-02-19,1235
2021-02-20,1564
2021-02-21,1884
2021-02-22,2213
2021-02-23,2533
2021-02-24,2533
2021-02-25,2533
2021-02-26,2533
2021-02-25,
2021-02-26,62
2021-02-27,62
2021-02-28,43
2021-03-01,34
2021-03-02,47
2021-03-03,55
2021-03-04,61
2021-03-05,66
2021-03-06,71
2021-03-07,85
2021-03-08,98
2021-03-09,98
2021-03-10,98
2021-03-11,98
2021-03-12,152
2021-03-13,157
2021-01-24,
2021-01-25,9008
2021-01-26,9008
2021-01-27,9008
2021-01-28,9008
2021-01-29,9008
2021-01-30,9008
2021-01-31,9008
2021-02-01,9008
2021-02-02,9008
2021-02-03,9008
2021-02-04,9008
2021-02-05,9008
2021-02-06,9008
2021-02-07,9008
2021-02-08,8993
2021-02-09,8963
2021-02-10,8933
2021-02-11,8918
2021-02-12,8889
2021-02-13,8859
2021-02-14,8844
2021-02-15,7755
2021-02-16,6681
2021-02-17,5593
2021-02-18,4504
2021-02-19,3430
2021-02-20,2341
2021-02-21,1268
2021-02-22,1268
2021-02-23,1268
2021-02-24,1685
2021-02-25,2118
2021-02-26,2535
2021-02-27,2968
2021-02-28,3400
2021-03-01,3818
2021-03-02,4250
2021-03-03,5205
2021-03-04,6159
2021-03-05,7114
2021-03-06,8083
2021-03-07,9038
2021-03-08,9992
2021-03-09,10947
2021-03-10,10947
2021-03-11,10947
2021-03-12,10947
2021-02-11,
2021-02-12,212
2021-02-13,212
2021-02-14,212
2021-02-15,212
2021-02-16,212
2021-02-17,214
2021-02-18,214
2021-02-19,214
2021-02-20,215
2021-02-21,215
2021-02-22,215
2021-02-28,
2021-02-21,
2021-02-22,160
2021-02-23,160
2021-02-24,160
2021-02-25,160
2021-02-26,160
2021-02-27,302
2021-02-28,381
2021-03-01,492
2021-03-02,716
2021-03-03,919
2021-03-04,1090
2021-03-05,1263
2021-03-06,1336
2021-03-07,1391
2021-03-08,1463
2021-03-09,1401
2021-03-10,1500
2021-03-11,1597
2021-03-12,1711
2021-03-13,1778
2021-03-14,1862
2020-12-28,
2020-12-29,142
2020-12-30,140
2020-12-31,139
2021-01-01,163
2021-01-02,178
2021-01-03,188
2021-01-04,206
2021-01-05,274
2021-01-06,410
2021-01-07,554
2021-01-08,660
2021-01-09,766
2021-01-10,873
2021-01-11,940
2021-01-12,975
2021-01-13,955
2021-01-14,934
2021-01-15,899
2021-01-16,864
2021-01-17,772
2021-01-18,780
2021-01-19,685
2021-01-20,628
2021-01-21,578
2021-01-22,551
2021-01-23,495
2021-01-24,487
2021-01-25,458
2021-01-26,550
2021-01-27,723
2021-01-28,1009
2021-01-29,1446
2021-01-30,1855
2021-01-31,2115
2021-02-01,2209
2021-02-02,2245
2021-02-03,2168
2021-02-04,2134
2021-02-05,1969
2021-02-06,1668
2021-02-07,1442
2021-02-08,1333
2021-02-09,1241
2021-02-10,1151
2021-02-11,1091
2021-02-12,1096
2021-02-13,1061
2021-02-14,1020
2021-02-15,1061
2021-02-16,1147
2021-02-17,1391
2021-02-18,1673
2021-02-19,2142
2021-02-20,2556
2021-02-21,2792
2021-02-22,2799
2021-02-23,2900
2021-02-24,3151
2021-02-25,3219
2021-02-26,3075
2021-02-27,4302
2021-02-28,4177
2021-03-01,4610
2021-03-02,4903
2021-03-03,4931
2021-03-04,5631
2021-03-05,6601
2021-03-06,5350
2021-03-07,5526
2021-03-08,5723
2021-03-09,6127
2021-03-10,6276
2021-03-11,6490
2021-03-12,6157
2021-03-13,6255
2021-03-14,6254
2020-12-30,
2020-12-31,185
2021-01-01,185
2021-01-02,185
2021-01-03,185
2021-01-04,185
2021-01-05,185
2021-01-06,185
2021-01-07,185
2021-01-08,185
2021-01-09,185
2021-01-10,185
2021-01-11,185
2021-01-12,185
2021-01-13,185
2021-01-14,185
2021-01-15,185
2021-01-16,185
2021-01-17,185
2021-01-18,185
2021-01-19,185
2021-01-20,185
2021-01-21,914
2021-01-22,1641
2021-01-23,2371
2021-01-24,3097
2021-01-25,3827
2021-01-26,3862
2021-01-27,3900
2021-01-28,3232
2021-01-29,2561
2021-01-30,1893
2021-01-31,1222
2021-02-01,554
2021-02-02,577
2021-02-03,598
2021-02-04,630
2021-02-05,662
2021-02-06,598
2021-02-07,533
2021-02-08,466
2021-02-09,586
2021-02-10,706
2021-02-11,794
2021-02-12,882
2021-02-13,894
2021-02-14,905
2021-02-15,914
2021-02-16,788
2021-02-17,1225
2021-02-18,2394
2021-02-19,2552
2021-02-20,2804
2021-02-21,3059
2021-02-22,3314
2021-02-23,3308
2021-02-24,3399
2021-02-25,2763
2021-02-26,2696
2021-02-27,2623
2021-02-28,2552
2021-03-01,2479
2021-03-02,2470
2021-03-03,2857
2021-03-04,3241
2021-03-05,3179
2021-03-06,3282
2021-03-07,3388
2021-03-08,3493
2021-03-09,3991
2021-03-10,3432
2021-03-11,2869
2021-03-12,2977
2021-01-15,
2021-01-16,139
2021-01-17,81
2021-01-18,110
2021-01-19,122
2021-01-20,117
2021-01-21,126
2021-01-22,144
2021-01-23,144
2021-01-24,144
2021-01-25,163
2021-01-26,140
2021-01-27,160
2021-01-28,195
2021-01-29,218
2021-01-30,224
2021-01-31,222
2021-02-01,199
2021-02-02,218
2021-02-03,217
2021-02-04,210
2021-02-05,198
2021-02-06,210
2021-02-07,213
2021-02-08,239
2021-02-09,256
2021-02-10,266
2021-02-11,264
2021-02-12,264
2021-02-13,236
2021-02-14,256
2021-02-15,234
2021-02-16,232
2021-02-17,225
2021-02-18,242
2021-02-19,257
2021-02-20,288
2021-02-21,290
2021-02-22,301
2021-02-23,316
2021-02-24,329
2021-02-25,333
2021-02-26,342
2021-02-27,352
2021-02-28,333
2021-03-01,355
2021-03-02,384
2021-03-03,440
2021-03-04,511
2021-03-05,594
2021-03-06,691
2021-03-07,692
2021-03-08,844
2021-03-09,906
2021-03-10,939
2021-03-11,845
2021-03-12,903
2021-03-13,913
2021-03-14,923
2021-01-12,
2021-01-13,48
2021-01-14,48
2021-01-15,48
2021-01-16,48
2021-01-17,48
2021-01-18,48
2021-01-19,48
2021-01-20,48
2021-01-21,48
2021-01-22,48
2021-01-23,46
2021-01-24,43
2021-01-25,43
2021-01-26,80
2021-01-27,106
2021-01-28,133
2021-01-29,148
2021-01-30,189
2021-01-31,191
2021-02-01,216
2021-02-02,210
2021-02-03,214
2021-02-04,221
2021-02-05,235
2021-02-06,215
2021-02-07,213
2021-02-08,215
2021-02-09,219
2021-02-10,277
2021-02-11,296
2021-02-12,289
2021-02-13,293
2021-02-14,298
2021-02-15,310
2021-02-16,309
2021-02-17,260
2021-02-18,222
2021-02-19,237
2021-02-20,251
2021-02-21,259
2021-02-22,233
2021-02-23,210
2021-02-24,231
2021-02-25,276
2021-02-26,301
2021-02-27,335
2021-02-28,365
2021-03-01,425
2021-03-02,503
2021-03-03,625
2021-03-04,596
2021-03-05,563
2021-03-06,615
2021-03-07,696
2021-03-08,760
2021-03-09,806
2021-03-10,758
2021-03-11,801
2021-03-12,825
2021-03-13,870
2021-03-14,761
2021-02-08,
2021-02-09,36
2021-02-10,23
2021-02-11,19
2021-02-12,17
2021-02-13,15
2021-02-14,15
2021-02-15,14
2021-02-16,10
2021-02-17,10
2020-12-31,
2021-01-01,111
2021-01-02,111
2021-01-03,111
2021-01-04,111
2021-01-05,242
2021-01-06,329
2021-01-07,391
2021-01-08,613
2021-01-09,835
2021-01-10,1057
2021-01-11,1401
